Class,Course,Title,Section,Type,Days,Time,Room,Location,Instructor (*) Additional Instructor,Status
16937,GEO 742TUT,Geog Internship,WIL,TUT,TBA, TBA,ARR,Arranged, Wilson,Closed
16368,GEO 742TUT,Geog Internship,YOO,TUT,TBA, TBA,ARR,Arranged, Yoo,Closed
22100,GEO 799SEM,Advanced Research Seminar,SEM,SEM,F, 3:00 PM - 5:40 PM,Academ 170,North Campus, Mackay,Open
<<<>>>,GLY 505LLB,Economic Geology,DIF,LEC,M W, 12:00 PM - 12:50 PM,Cooke 434,North Campus, Difrancesco,Open
23435,GLY 505LLB,Economic Geology,S1,LAB,M, 1:00 PM - 3:30 PM,Cooke 15,North Campus, Staff,Open
23437,GLY 528LEC,Geologic Hazards & Risk,SON,LEC,T R, 3:30 PM - 4:50 PM,Cooke 434,North Campus, Sonder,Open
20662,GLY 529LEC,Analysis Of Geol Data 1,BOY,LEC,T R, 9:30 AM - 10:50 AM,Hoch 430,North Campus, Boyle,Open
15015,GLY 548SEM,Quaternary Geology Sem,BRI,SEM,R, 11:15 AM - 12:15 PM,Cooke 435,North Campus, Briner,Open w/ Reserves
<<<>>>,GLY 562LLB,Aqueous Geochemistry,MAR,LEC,M W, 9:00 AM - 9:50 AM,Cooke 434,North Campus, Marinos,Open
20670,GLY 562LLB,Aqueous Geochemistry,S01,LAB,M, 4:00 PM - 6:30 PM,Cooke 224,North Campus, Staff,Open
20671,GLY 562LLB,Aqueous Geochemistry,S02,LAB,W, 1:00 PM - 3:30 PM,Cooke 224,North Campus, Staff,Closed
23439,GLY 563LEC,Field Methods In Hydrogeology,LOW,LEC,, Multiple meeting patterns.,ARR,, Lowry,Open w/ Reserves
<<<>>>,GLY 565LLB,Environmtl Remote Sensing,NOW,LEC,T, 2:00 PM - 3:20 PM,Cooke 434,North Campus, Crooks Nowicki,Open
21811,GLY 565LLB,Environmtl Remote Sensing,S1,LAB,R, 11:00 AM - 1:30 PM,Hoch 430,North Campus, Staff,Open
16783,GLY 595SEM,Environmental Geosciences Sem,000,SEM,TBA, TBA,ARR,North Campus, Allen  * Lowry  * Marinos,Closed
12403,GLY 597SEM,Geohaz Volc & Geodynamics Sem,000,SEM,F, 12:00 PM - 12:50 PM,Cooke 435,North Campus, Valentine  * Sonder  * Gregg  * Jadamec  * Kolzenburg,Open
24017,GLY 606LEC,Spec Topics-Coding Mthds For Earth Sci App,FEN,LEC,T F, 1:00 PM - 1:59 PM,Hoch 430,North Campus, Fendrock,Open
13173,GLY 633TUT,Graduate Research,ALL,TUT,TBA, TBA,ARR,North Campus, Allen,Open
20696,GLY 633TUT,Graduate Research,BOY,TUT,TBA, TBA,ARR,North Campus, Boyle,Open
12926,GLY 633TUT,Graduate Research,BRI,TUT,TBA, TBA,ARR,North Campus, Briner,Open
12923,GLY 633TUT,Graduate Research,BUR,TUT,TBA, TBA,ARR,North Campus, Bursik,Open
12719,GLY 633TUT,Graduate Research,CSA,TUT,TBA, TBA,ARR,North Campus, Csatho,Open
20698,GLY 633TUT,Graduate Research,DIF,TUT,TBA, TBA,ARR,North Campus, Difrancesco,Open
12400,GLY 633TUT,Graduate Research,GRE,TUT,TBA, TBA,ARR,North Campus, Gregg,Open
18114,GLY 633TUT,Graduate Research,JAD,TUT,TBA, TBA,ARR,North Campus, Jadamec,Open
20692,GLY 633TUT,Graduate Research,KOL,TUT,TBA, TBA,ARR,North Campus, Kolzenburg,Open
12046,GLY 633TUT,Graduate Research,LAS,TUT,TBA, TBA,ARR,North Campus, Lasker,Open
11917,GLY 633TUT,Graduate Research,LOW,TUT,TBA, TBA,ARR,North Campus, Lowry,Open
20694,GLY 633TUT,Graduate Research,MAR,TUT,TBA, TBA,ARR,North Campus, Marinos,Open
11726,GLY 633TUT,Graduate Research,MIT,TUT,TBA, TBA,ARR,North Campus, Mitchell,Open
20695,GLY 633TUT,Graduate Research,NOW,TUT,TBA, TBA,ARR,North Campus, Crooks Nowicki,Open
18115,GLY 633TUT,Graduate Research,POI,TUT,TBA, TBA,ARR,North Campus, Poinar,Open
18867,GLY 633TUT,Graduate Research,SON,TUT,TBA, TBA,ARR,North Campus, Sonder,Open
17073,GLY 633TUT,Graduate Research,THO,TUT,TBA, TBA,ARR,North Campus, Thomas,Open
10797,GLY 633TUT,Graduate Research,VAL,TUT,TBA, TBA,ARR,North Campus, Valentine,Open
13177,GLY 700TUT,Thesis Guidance,ALL,TUT,TBA, TBA,ARR,North Campus, Allen,Open
20705,GLY 700TUT,Thesis Guidance,BOY,TUT,TBA, TBA,ARR,North Campus, Boyle,Open
12925,GLY 700TUT,Thesis Guidance,BRI,TUT,TBA, TBA,ARR,North Campus, Briner,Open
12921,GLY 700TUT,Thesis Guidance,BUR,TUT,TBA, TBA,ARR,North Campus, Bursik,Open
12721,GLY 700TUT,Thesis Guidance,CSA,TUT,TBA, TBA,ARR,North Campus, Csatho,Open
20704,GLY 700TUT,Thesis Guidance,DIF,TUT,TBA, TBA,ARR,North Campus, Difrancesco,Open
12404,GLY 700TUT,Thesis Guidance,GRE,TUT,TBA, TBA,ARR,North Campus, Gregg,Open
18116,GLY 700TUT,Thesis Guidance,JAD,TUT,TBA, TBA,ARR,North Campus, Jadamec,Open
20700,GLY 700TUT,Thesis Guidance,KOL,TUT,TBA, TBA,ARR,North Campus, Kolzenburg,Open
12047,GLY 700TUT,Thesis Guidance,LAS,TUT,TBA, TBA,ARR,North Campus, Lasker,Open
11915,GLY 700TUT,Thesis Guidance,LOW,TUT,TBA, TBA,ARR,North Campus, Lowry,Open
20701,GLY 700TUT,Thesis Guidance,MAR,TUT,TBA, TBA,ARR,North Campus, Marinos,Open
11725,GLY 700TUT,Thesis Guidance,MIT,TUT,TBA, TBA,ARR,North Campus, Mitchell,Open
20702,GLY 700TUT,Thesis Guidance,NOW,TUT,TBA, TBA,ARR,North Campus, Crooks Nowicki,Open
18117,GLY 700TUT,Thesis Guidance,POI,TUT,TBA, TBA,ARR,North Campus, Poinar,Open
19725,GLY 700TUT,Thesis Guidance,SON,TUT,TBA, TBA,ARR,North Campus, Sonder,Open
12760,GLY 700TUT,Thesis Guidance,THO,TUT,TBA, TBA,ARR,North Campus, Thomas,Open
10796,GLY 700TUT,Thesis Guidance,VAL,TUT,TBA, TBA,ARR,North Campus, Valentine,Open
13244,GER 599TUT,Supervised Teaching,000,TUT,TBA, TBA,ARR,Arranged, Hoeing,Open w/ Reserves
12544,GER 600TUT,Independent Study,FER,TUT,TBA, TBA,ARR,Arranged, Fertig,Open w/ Reserves
12324,GER 600TUT,Independent Study,HOE,TUT,TBA, TBA,ARR,Arranged, Hoeing,Open w/ Reserves
12539,GER 651TUT,Ma Thesis Guidance,FER,TUT,TBA, TBA,ARR,Arranged, Fertig,Open w/ Reserves
12327,GER 651TUT,Ma Thesis Guidance,HOE,TUT,TBA, TBA,ARR,Arranged, Hoeing,Open w/ Reserves
12535,GER 700TUT,Thesis Guidance,FER,TUT,TBA, TBA,ARR,Arranged, Fertig,Open w/ Reserves
12325,GER 700TUT,Thesis Guidance,HOE,TUT,TBA, TBA,ARR,Arranged, Hoeing,Open w/ Reserves
10958,GGS 520TUT,Directed Reading,VAR,TUT,TBA, TBA,ARR,Arranged, Varnado,Open w/ Reserves
24122,GGS 520TUT,Directed Reading,WIN,TUT,TBA, TBA,ARR,Arranged, Winter,Open
23345,GGS 545SEM,"Special Topics-Cultures Of Bio, Med, Gender,",LEW,SEM,W, 2:00 PM - 4:40 PM,Clemen 117,North Campus, Lewis,Open
19763,GGS 560SEM,Special Topics-Gender And The Cold War,WOL,SEM,M, 9:00 AM - 11:40 AM,Park 532,North Campus, Wolcott,Open
23344,GGS 561SEM,Special Topics-Queer And Feminist Diasporas,TUM,SEM,M, 4:00 PM - 6:40 PM,Clemen 1004,North Campus, Tumbas,Open
23952,GGS 700TUT,M.a. Thesis Supervision,THO,TUT,TBA, TBA,ARR,Arranged, Thomas,Open
23945,GGS 700TUT,M.a. Thesis Supervision,TUM,TUT,TBA, TBA,ARR,Arranged, Tumbas,Open
10745,GGS 700TUT,M.a. Thesis Supervision,WEJ,TUT,TBA, TBA,ARR,Arranged, Tumbas,Open w/ Reserves
14810,GGS 700TUT,M.a. Thesis Supervision,WIN,TUT,TBA, TBA,ARR,Arranged, Winter,Open w/ Reserves
10969,GGS 708TUT,Comprehen Exam Readings,VAR,TUT,TBA, TBA,ARR,Arranged, Varnado,Open w/ Reserves
10746,GGS 708TUT,Comprehen Exam Readings,WEJ,TUT,TBA, TBA,ARR,Arranged, Wejnert,Open w/ Reserves
23946,GGS 710TUT,Dissertation Supervision,MAR,TUT,TBA, TBA,ARR,Arranged, Mardorossian,Open
19063,GGS 710TUT,Dissertation Supervision,SEG,TUT,TBA, TBA,ARR,Arranged, Segol,Open w/ Reserves
10859,GGS 710TUT,Dissertation Supervision,THO,TUT,TBA, TBA,Remote,Remote, Thomas,Open
12666,GGS 710TUT,Dissertation Supervision,TUM,TUT,TBA, TBA,ARR,Arranged, Tumbas,Open w/ Reserves
10967,GGS 710TUT,Dissertation Supervision,VAR,TUT,TBA, TBA,ARR,Arranged, Varnado,Open w/ Reserves
10747,GGS 710TUT,Dissertation Supervision,WEJ,TUT,TBA, TBA,ARR,Arranged, Wejnert,Open w/ Reserves
12120,GSE 703TUT,Independent Study,KHA,TUT,TBA, TBA,,North Campus, Ahuna,Open
15052,GYN 700TUT,Clerkship In Gyn-Ob,3-A,TUT,TBA, TBA,ARR,Off Campus (US Only), Justicia-Linde,Open
15055,GYN 700TUT,Clerkship In Gyn-Ob,3-B,TUT,TBA, TBA,ARR,Off Campus (US Only), Justicia-Linde,Open
15059,GYN 700TUT,Clerkship In Gyn-Ob,4-A,TUT,TBA, TBA,ARR,Off Campus (US Only), Justicia-Linde,Open
14860,GYN 700TUT,Clerkship In Gyn-Ob,4-B,TUT,TBA, TBA,ARR,Off Campus (US Only), Justicia-Linde,Open
15066,GYN 800TUT,Sub-I In Gyn-Ob,G-S,TUT,TBA, TBA,ARR,Off Campus (US Only), Obst,Open
15071,GYN 800TUT,Sub-I In Gyn-Ob,H-S,TUT,TBA, TBA,ARR,Off Campus (US Only), Obst,Open
15076,GYN 800TUT,Sub-I In Gyn-Ob,I-S,TUT,TBA, TBA,ARR,Off Campus (US Only), Obst,Open
15084,GYN 800TUT,Sub-I In Gyn-Ob,J-S,TUT,TBA, TBA,ARR,Off Campus (US Only), Obst,Open
15091,GYN 800TUT,Sub-I In Gyn-Ob,K-S,TUT,TBA, TBA,ARR,Off Campus (US Only), Obst,Open
15202,GYN 810TUT,Gynecologic Oncology,G-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Frederick,Open
15203,GYN 810TUT,Gynecologic Oncology,H-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Frederick,Closed
15205,GYN 810TUT,Gynecologic Oncology,I-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Frederick,Open
15755,GYN 810TUT,Gynecologic Oncology,J-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Frederick,Closed
15756,GYN 810TUT,Gynecologic Oncology,K-R,TUT,TBA, TBA,ARR,Off Campus (US Only), Frederick,Closed
22944,GYN 810TUT,Gynecologic Oncology,M,TUT,TBA, TBA,ARR,Off Campus (US Only), Frederick,Open
15757,GYN 821TUT,Sub-I In Clin Gyn-Ob,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Justicia-Linde,Open
15758,GYN 821TUT,Sub-I In Clin Gyn-Ob,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Justicia-Linde,Closed
15759,GYN 821TUT,Sub-I In Clin Gyn-Ob,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Justicia-Linde,Open
15760,GYN 821TUT,Sub-I In Clin Gyn-Ob,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Justicia-Linde,Closed
15761,GYN 821TUT,Sub-I In Clin Gyn-Ob,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Justicia-Linde,Closed
22585,GYN 821TUT,Sub-I In Clin Gyn-Ob,L,TUT,TBA, TBA,ARR,Off Campus (US Only), Justicia-Linde,Open
22586,GYN 821TUT,Sub-I In Clin Gyn-Ob,M,TUT,TBA, TBA,ARR,Off Campus (US Only), Justicia-Linde,Open
15764,GYN 823TUT,Perinatology,G-C,TUT,TBA, TBA,ARR,Off Campus (US Only), Ogburn,Open
15765,GYN 823TUT,Perinatology,H-C,TUT,TBA, TBA,ARR,Off Campus (US Only), Ogburn,Open
15766,GYN 823TUT,Perinatology,I-C,TUT,TBA, TBA,ARR,Off Campus (US Only), Ogburn,Closed
15767,GYN 823TUT,Perinatology,J-C,TUT,TBA, TBA,ARR,Off Campus (US Only), Ogburn,Closed
